,preproc_label,model_label,método,parámetros,columnas_out,auc_train,auc_val,threshold,f1_train,f1_val
84,preprocess_v1_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.8825289190267251,0.7854686748624194,1,0.8916806510195168,0.38073158165893867
85,preprocess_v1_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.8225632247408577,0.6927324049406843,1.0,0.7669775575633927,0.5023255813953489
86,preprocess_v1_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.9450289190267251,0.7061337462812902,1.0,0.9442787829778632,0.4620320855614973
87,preprocess_v1_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.8583065762854073,0.6803253886975141,1.0,0.8228934817170112,0.49928057553956834
88,preprocess_v1_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.9456415279138098,0.7153708374581151,1.0,0.9449453777772124,0.47468354430379744
89,preprocess_v1,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.6979811442262683,0.6840858444321638,1,0.5530891601923787,0.5097472924187726
90,preprocess_v1_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.8523031601499732,0.7854684613275549,1,0.856136689709143,0.369305724725944
91,preprocess_v2_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.9697970682090148,0.5,1,0.9689856,0.1570275722932078
92,preprocess_v2_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.8199454081550964,0.6365678242249325,1.0,0.7641371227658952,0.25948450622646974
93,preprocess_v2_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 50, 'random_state': 2020}",,0.9455898484244115,0.7304078558622581,1.0,0.9449621102270865,0.3216951601252107
